Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),I error ,RZ error,SX error,X error,ECR error ,Gate time (ns),Operational,measure time (ns),x time (ns),rz time (ns),i time (ns),sx time (ns),reset time (ns)
89,232.8415781499488,92.33031890367282,5.0669551749558375,-0.3052598006575995,0.0096,0.0128,0.0063999999999999,4000,0.0002924874949321,0,0.0002924874949321,0.0002924874949321,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
90,122.08805267742434,31.88142936413509,4.9811426496985325,-0.3093910632029549,0.0203999999999999,0.0192,0.0215999999999999,4000,0.0005901557854659,0,0.0005901557854659,0.0005901557854659,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
91,277.76515966248536,270.86898024866895,5.038271091289579,-0.3068760832887368,0.0233999999999999,0.0243999999999999,0.0224,4000,0.0002062279685354,0,0.0002062279685354,0.0002062279685354,91_79:0.007222289598357107;91_98:0.00836753150916661,91_79:660;91_98:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
92,77.55698247334945,51.07879676178136,4.95206788155629,-0.3070894076559803,0.0202999999999999,0.0161999999999999,0.0244,4000,0.0004383214367998,0,0.0004383214367998,0.0004383214367998,92_102:0.010755728831120498;92_83:0.03744686165514896,92_102:660;92_83:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
93,258.08688671572685,40.740701848472014,5.066380444890816,-0.3053081213992965,0.0217,0.0202,0.0232,4000,0.0007381153767752,0,0.0007381153767752,0.0007381153767752,93_106:0.009799467573500142;93_87:0.015802495073131667,93_106:660;93_87:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
94,216.0043037393081,167.73281564976787,5.092899980893836,-0.3054237342488909,0.036,0.0344,0.0375999999999999,4000,0.0003048943010706,0,0.0003048943010706,0.0003048943010706,94_90:0.010433624863788238,94_90:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
95,221.4789164983033,49.71470203347811,5.124798635406315,-0.3057009715902903,0.0466999999999999,0.0617999999999999,0.0316,4000,0.0005982677788542,0,0.0005982677788542,0.0005982677788542,95_94:0.010760190122771074,95_94:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
96,266.29203457641125,191.6617166521688,5.02638936287425,-0.3059864366337545,0.0144999999999999,0.0166,0.0123999999999999,4000,0.0003332624937704,0,0.0003332624937704,0.0003332624937704,96_97:0.008052042263164527;96_95:0.014883955412887395,96_97:660;96_95:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
97,163.74715324947636,61.80979442613263,4.934491631880313,-0.3079947229270932,0.0118,0.012,0.0116,4000,0.0001840776162714,0,0.0001840776162714,0.0001840776162714,97_98:0.008363342010715619,97_98:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
98,180.4171249124397,82.01454162180497,4.852961000977544,-0.3093731372216762,0.0509999999999999,0.0524,0.0496,4000,0.0003902345106393,0,0.0003902345106393,0.0003902345106393,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
99,169.01904855509602,75.95531320628808,5.1080895744825145,-0.3045550357198442,0.0669999999999999,0.054,0.08,4000,0.0010426999777942,0,0.0010426999777942,0.0010426999777942,99_98:0.029480185465107445,99_98:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
100,177.29770551339178,111.6725270117173,5.203738413706881,-0.3039344794765481,0.0494,0.0562,0.0426,4000,0.000367449279834,0,0.000367449279834,0.000367449279834,100_110:0.011326821724377045;100_99:0.020462259867804422,100_110:660;100_99:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
101,193.73987560161467,240.69427705956443,5.171353060832399,-0.3042014262895929,0.0236,0.0268,0.0204,4000,0.0002513857520903,0,0.0002513857520903,0.0002513857520903,101_100:0.00966580974581771,101_100:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
102,246.2057778828279,188.44168435619892,5.081721144458486,-0.3059272544655712,0.0112999999999999,0.0084,0.0141999999999999,4000,0.000294109327385,0,0.000294109327385,0.000294109327385,102_101:0.009271090699647683,102_101:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
103,198.62739095502567,180.17850758089364,5.205264080103589,-0.3032222604855203,0.0125999999999999,0.0113999999999999,0.0138,4000,0.0003274385251344,0,0.0003274385251344,0.0003274385251344,103_102:0.010110985559817348;103_104:0.007035147084552329,103_102:660;103_104:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
104,170.3211748406078,12.586043943676051,5.1326848265982665,-0.3050308704380218,0.0045999999999999,0.007,0.0022,4000,0.0002880647295128,0,0.0002880647295128,0.0002880647295128,104_111:0.011234809312973243;104_105:0.00834784104657757,104_111:660;104_105:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
105,162.31009549449576,191.88824807805105,5.2794501025433584,-0.3029317296246802,0.003,0.0048,0.0012,4000,0.0001953201145379,0,0.0001953201145379,0.0001953201145379,105_106:0.007608066034669458,105_106:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
106,113.0665219215246,151.50297704163822,5.152520285226081,-0.3049832353470426,0.0090999999999999,0.0131999999999999,0.005,4000,0.000310037301429,0,0.000310037301429,0.000310037301429,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
107,133.02397291040575,144.58705750711965,5.347228072801925,-0.3003099103462095,0.0719,0.0644,0.0794,4000,0.0003360371110343,0,0.0003360371110343,0.0003360371110343,107_106:0.008333866566825443;107_108:0.029900894306816916,107_106:660;107_108:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
108,112.23955465198516,132.8568670802917,5.069840844353542,-0.3068935674624906,0.0674,0.0904,0.0444,4000,0.0004925643891882,0,0.0004925643891882,0.0004925643891882,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4076.0
109,135.10719946534746,155.67898729394722,5.096645258333403,-0.3046352247192984,0.0332999999999999,0.0303999999999999,0.0362,4000,0.0004427796865413,0,0.0004427796865413,0.0004427796865413,109_96:0.014387628530123542,109_96:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
110,77.176183378759,106.10120017078688,5.273698438252701,-0.302010718369919,0.0082999999999999,0.0102,0.0063999999999999,4000,0.0004420884146075,0,0.0004420884146075,0.0004420884146075,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
111,96.9985525879007,149.71636312979547,5.358423170697211,-0.3020396886067783,0.0142999999999999,0.011,0.0175999999999999,4000,0.0003105950336587,0,0.0003105950336587,0.0003105950336587,111_122:0.006334199204425267,111_122:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
112,186.0126715873732,150.90919657241457,5.137822342090051,-0.3035666327937845,0.009,0.0116,0.0063999999999999,4000,0.0003190507665874,0,0.0003190507665874,0.0003190507665874,112_108:0.009579679794897572,112_108:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
113,168.86590746869106,178.6375650795551,5.250296894311212,-0.3033494648179082,0.0218,0.0235999999999999,0.02,4000,0.0005076863832535,0,0.0005076863832535,0.0005076863832535,113_114:0.01138931696821427,113_114:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
114,149.16756795715563,64.34798279924395,5.15021616725723,-0.3037565832432647,0.0134999999999999,0.0143999999999999,0.0126,4000,0.0002753324223676,0,0.0002753324223676,0.0002753324223676,114_109:0.00961614196709365,114_109:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
115,165.54491768679685,108.99449640979338,5.245943152587244,-0.3025355264793927,0.0484,0.0485999999999999,0.0482,4000,0.0004025009581216,0,0.0004025009581216,0.0004025009581216,115_114:0.012348522856305277,115_114:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
116,145.90063743934252,107.54974308031316,5.334750847860572,-0.3011566056527044,0.023,0.023,0.023,4000,0.0004735573875182,0,0.0004735573875182,0.0004735573875182,116_117:0.015878164846312826;116_115:0.007713007424294982,116_117:660;116_115:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
117,146.33899944187593,97.6180289893358,5.304678113949955,-0.2930297738119544,0.0161999999999999,0.0151999999999999,0.0172,4000,0.0005141636143625,0,0.0005141636143625,0.0005141636143625,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
118,155.6313454335771,111.24557008155875,5.069767478750875,-0.3061603334380948,0.026,0.023,0.029,4000,0.0002805807779745,0,0.0002805807779745,0.0002805807779745,118_117:0.012889894097677268;118_110:0.011261847275030573,118_117:660;118_110:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
119,215.68904405687195,176.1183438135116,5.148146920220402,0.0,0.0107999999999999,0.0135999999999999,0.008,4000,0.0002846582340953,0,0.0002846582340953,0.0002846582340953,119_118:0.008482919631710467;119_120:0.008326907939529254,119_118:660;119_120:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
120,122.45452886208892,95.05085025470824,5.250079080753294,-0.3022544591906858,0.044,0.052,0.036,4000,0.0003133333003948,0,0.0003133333003948,0.0003133333003948,120_121:0.007728854624958148,120_121:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
121,255.4640801239666,195.324557832788,5.069426156195031,-0.306028589316361,0.006,0.007,0.005,4000,0.0001816704628993,0,0.0001816704628993,0.0001816704628993,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
122,164.2957818963401,148.5990136691143,5.279816035624235,-0.3016726166584377,0.0285999999999999,0.0318,0.0253999999999999,4000,0.000206433656295,0,0.000206433656295,0.000206433656295,122_123:0.009155640369565066;122_121:0.0065697988576716715,122_123:660;122_121:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
123,213.894588689776,117.95291218686836,5.203826195277947,-0.3031041353587323,0.0287999999999999,0.03,0.0276,4000,0.0002710012511777,0,0.0002710012511777,0.0002710012511777,123_124:0.008415112724611623,123_124:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
124,193.3028129943401,68.36035359554137,5.092671504352971,-0.3040641038113845,0.0061999999999999,0.0074,0.005,4000,0.000387210931107,0,0.000387210931107,0.000387210931107,,,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
125,146.89251584996012,71.26031550170693,5.184837758073411,-0.3034458047748505,0.0058,0.0078,0.0038,4000,0.000370312168489,0,0.000370312168489,0.000370312168489,125_124:0.009083098408223828,125_124:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
126,151.86229088619626,65.02285981447594,5.275476505093467,-0.3020387420211857,0.0299,0.0238,0.036,4000,0.0003214414892152,0,0.0003214414892152,0.0003214414892152,126_125:0.012085099622974022;126_112:0.00807695229703484,126_125:660;126_112:660,True,4000.0,59.99999999999999,0.0,59.99999999999999,59.99999999999999,4060.0
