Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),I error ,RZ error,SX error,X error,CZ error ,Gate time (ns),Operational,sx time (ns),measure time (ns),rz time (ns),x time (ns),i time (ns),reset time (ns)
25,230.1768249413093,124.07384783570036,0,0,0.0151,0.023,0.0071999999999999,1560,0.0001373941849954,0,0.0001373941849954,0.0001373941849954,25_37:0.002146200911249313;25_26:0.0026223676084312364;25_24:0.003787181303292586,25_37:68;25_26:68;25_24:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
26,85.09108967489428,72.30133699803717,0,0,0.0244999999999999,0.0353999999999999,0.0136,1560,0.0002807816903857,0,0.0002807816903857,0.0002807816903857,26_27:0.01315602571851529;26_25:0.0026223676084312364,26_27:68;26_25:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
27,122.13537252370736,146.1233406851786,0,0,0.0116666666666667,0.01,0.0133333333333333,1560,0.0002628705893982,0,0.0002628705893982,0.0002628705893982,27_26:0.01315602571851529;27_17:0.013003381447915185;27_28:1,27_26:68;27_17:68;27_28:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
28,168.89263160126356,210.6475817032332,0,0,0.0133333333333334,0.0166666666666666,0.01,1560,0.0002606831140772,0,0.0002606831140772,0.0002606831140772,28_29:0.005032060813013967;28_27:1,28_29:68;28_27:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
29,98.5877195941153,40.93094075514301,0,0,0.0273999999999999,0.0272,0.0276,1560,0.0002293875366986,0,0.0002293875366986,0.0002293875366986,29_38:0.0021927848945332284;29_30:0.0026855116968609316;29_28:0.005032060813013967,29_38:68;29_30:68;29_28:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
30,139.98473021140362,88.81434261708307,0,0,0.0054,0.0082,0.0026,1560,0.0002837063199727,0,0.0002837063199727,0.0002837063199727,30_31:0.0028484063070782217;30_29:0.0026855116968609316,30_31:68;30_29:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
31,67.96607183290567,24.543480183491734,0,0,0.0106999999999999,0.0173999999999999,0.004,1560,0.0004392271123329,0,0.0004392271123329,0.0004392271123329,31_32:0.03963414006328109;31_30:0.0028484063070782217;31_18:0.004087302801441345,31_32:68;31_30:68;31_18:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
32,116.49985604632695,125.70617173353942,0,0,0.0144999999999999,0.02,0.009,1560,0.0003899988916325,0,0.0003899988916325,0.0003899988916325,32_31:0.03963414006328109;32_33:1,32_31:68;32_33:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
33,127.69186882404236,101.9513412991577,0,0,0.0137,0.0203999999999999,0.007,1560,0.0002408915595714,0,0.0002408915595714,0.0002408915595714,33_39:0.002670765604109532;33_34:0.0022682687271320667;33_32:1,33_39:68;33_34:68;33_32:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
34,110.95084731460469,62.48335880255063,0,0,0.0075,0.0092,0.0058,1560,0.0006892205790913,0,0.0006892205790913,0.0006892205790913,34_35:0.002074149355240279;34_33:0.0022682687271320667,34_35:68;34_33:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
35,165.93071192350945,52.075871330113024,0,0,0.0141,0.0238,0.0044,1560,0.0002723547531478,0,0.0002723547531478,0.0002723547531478,35_34:0.002074149355240279;35_19:0.002916004708013037,35_34:68;35_19:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
36,180.42700277817372,89.89167806904909,0,0,0.0095,0.013,0.006,1560,0.0004588520601794,0,0.0004588520601794,0.0004588520601794,36_41:0.002209650861851681;36_21:0.004610122357733337,36_41:68;36_21:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
37,51.43689521593157,173.8869111549131,0,0,0.0258,0.028,0.0236,1560,0.0003045734343699,0,0.0003045734343699,0.0003045734343699,37_45:0.0018202878400503386;37_25:0.002146200911249313,37_45:68;37_25:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
38,55.62104303765401,95.02290003408116,0,0,0.0181,0.0266,0.0096,1560,0.0003128751733546,0,0.0003128751733546,0.0003128751733546,38_49:0.0028348031526538586;38_29:0.0021927848945332284,38_49:68;38_29:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
39,121.3336032292794,102.72979744508449,0,0,0.0174999999999999,0.0206,0.0143999999999999,1560,0.0007324766745843,0,0.0007324766745843,0.0007324766745843,39_33:0.002670765604109532;39_53:0.003155339734013912,39_33:68;39_53:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
40,179.5523082081418,192.53434393022613,0,0,0.0063999999999999,0.009,0.0038,1560,0.0002274898157647,0,0.0002274898157647,0.0002274898157647,40_41:0.00182176592156702,40_41:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
41,247.44706190863928,130.46060751951637,0,0,0.0235,0.027,0.02,1560,0.0001694582475145,0,0.0001694582475145,0.0001694582475145,41_42:0.0025696164435521363;41_40:0.00182176592156702;41_36:0.002209650861851681,41_42:68;41_40:68;41_36:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
42,52.26434006913858,24.79713746989852,0,0,0.0391,0.0382,0.04,1560,0.0002551464194953,0,0.0002551464194953,0.0002551464194953,42_41:0.0025696164435521363;42_43:0.005883701668696284,42_41:68;42_43:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
43,205.55624011816727,90.8149977037024,0,0,0.0315999999999999,0.0507999999999999,0.0124,1560,0.0002961898982387,0,0.0002961898982387,0.0002961898982387,43_56:0.0023615755311947317;43_44:0.003514086909958747;43_42:0.005883701668696284,43_56:68;43_44:68;43_42:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
44,108.65329198089896,142.34158105619662,0,0,0.0075,0.0118,0.0032,1560,0.0002911783384466,0,0.0002911783384466,0.0002911783384466,44_45:0.0026479298188100964;44_43:0.003514086909958747,44_45:68;44_43:68,True,24.0,1560.0,0.0,24.0,24.0,1584.0
